Education,Marital_Status,Income,Kids,Expense,TotalAcceptedCmp,NumTotalPurchases,Age,engagement_days
PG,Couple,54603.0,2,227,0,16,68,541
PG,Couple,45207.0,2,215,1,15,50,782
PG,Couple,40689.0,1,444,0,20,73,654
PG,Couple,47821.0,2,47,0,5,57,438
PG,Couple,27450.0,0,143,0,7,73,626
PG,Couple,39453.0,1,55,0,7,41,273
PG,Couple,26850.0,2,63,0,11,53,258
PG,Single,79800.0,0,1867,3,22,69,830
PG,Couple,61794.0,1,611,0,20,63,474
PG,Couple,53863.0,1,473,1,18,69,229
PG,Couple,24221.0,0,55,0,6,65,499
PG,Single,39684.0,1,81,0,7,40,811
PG,Couple,92163.0,0,2086,2,21,49,750
PG,Single,69882.0,0,1478,0,20,59,417
PG,Couple,33178.0,1,49,0,5,47,336
PG,Couple,59973.0,0,382,0,15,52,477
PG,Couple,17459.0,1,69,0,9,49,469
PG,Single,23910.0,1,67,0,6,55,797
PG,Couple,42169.0,2,30,0,6,55,439
PG,Couple,26224.0,1,63,0,9,46,576
PG,Couple,31089.0,1,79,0,10,43,867
PG,Single,30081.0,1,42,0,5,63,679
PG,Couple,62807.0,1,819,0,23,64,853
PG,Single,72906.0,0,1151,0,17,69,471
PG,Couple,61467.0,2,594,0,20,76,753
PG,Couple,49618.0,2,129,0,11,58,705
PG,Single,21888.0,1,213,0,12,38,733
PG,Single,42429.0,1,67,0,7,51,324
PG,Single,26150.0,3,28,0,5,68,661
UG,Couple,30801.0,1,45,0,6,49,797
PG,Couple,81168.0,0,1193,1,18,59,239
PG,Single,26877.0,0,268,0,12,55,500
PG,Single,45006.0,0,266,0,12,80,532
UG,Couple,18978.0,1,37,0,5,51,751
PG,Couple,22574.0,3,37,0,7,57,430
PG,Single,48240.0,0,882,0,25,55,783
PG,Couple,45837.0,2,373,0,18,50,524
PG,Single,35791.0,3,35,0,6,59,605
PG,Couple,162397.0,2,107,0,1,48,577
PG,Single,54162.0,2,42,0,5,46,654
PG,Couple,30522.0,1,326,0,17,64,867
PG,Couple,54456.0,1,404,0,17,63,539
PG,Single,31632.0,0,95,0,6,53,536
PG,Single,72298.0,0,939,2,14,75,297
PG,Single,36975.0,1,33,0,5,46,369
PG,Couple,72635.0,0,981,1,21,69,577
PG,Couple,13624.0,1,36,0,7,48,711
PG,Single,84196.0,1,1237,0,20,49,577
PG,Couple,70971.0,1,1825,0,34,64,832
PG,Single,34487.0,2,103,0,9,47,847
PG,Single,28769.0,1,191,0,12,47,744
PG,Couple,69084.0,1,1586,0,25,54,408
PG,Couple,65488.0,0,963,0,14,66,202
PG,Couple,62466.0,1,889,0,26,54,351
PG,Single,32218.0,0,93,1,7,64,320
PG,Single,83917.0,0,1587,0,21,51,623
PG,Single,46102.0,3,16,0,4,62,297
PG,Single,84574.0,0,1375,0,32,72,576
PG,Couple,56181.0,1,393,0,14,62,723
PG,Single,63120.0,1,1477,0,26,74,825
PG,Couple,73691.0,1,1179,1,18,53,421
PG,Couple,63381.0,1,1005,0,26,64,818
PG,Couple,76140.0,0,1348,0,21,76,233
PG,Single,62859.0,1,1307,0,23,65,732
PG,Single,45906.0,1,486,1,15,60,604
PG,Couple,77632.0,0,2252,2,13,77,662
PG,Couple,46463.0,2,235,0,17,53,501
PG,Couple,105471.0,0,1724,2,30,54,710
PG,Single,55282.0,1,235,0,11,54,384
PG,Couple,78710.0,1,1092,0,28,47,223
PG,Couple,66886.0,1,599,0,17,66,472
PG,Single,98777.0,0,2008,1,19,64,318
PG,Couple,29103.0,1,48,0,6,39,857
PG,Couple,67445.0,1,1174,0,32,50,872
PG,Couple,50616.0,1,67,0,7,74,263
PG,Single,49431.0,1,365,0,15,69,881
PG,Single,153924.0,0,6,0,0,49,328
PG,Couple,61278.0,1,165,0,10,71,362
PG,Couple,26490.0,0,210,0,11,66,831
PG,Couple,73059.0,1,1095,0,26,77,488
PG,Single,46734.0,3,223,1,12,58,437
PG,Couple,56253.0,1,597,0,22,61,755
PG,Couple,19986.0,1,22,0,4,39,413
PG,Single,58330.0,1,1064,0,24,49,372
UG,Couple,25965.0,0,74,0,6,44,846
PG,Couple,14661.0,0,26,0,5,68,730
PG,Couple,18690.0,0,60,0,5,65,734
PG,Couple,45068.0,1,20,0,4,50,595
UG,Single,21063.0,1,59,0,7,37,463
PG,Couple,29187.0,1,34,0,5,56,602
PG,Couple,54690.0,2,198,0,12,53,420
PG,Couple,59304.0,1,1048,0,28,60,521
PG,Single,59247.0,2,574,0,21,62,419
PG,Single,66731.0,1,1029,0,17,54,841
PG,Couple,77353.0,1,670,0,20,44,381
PG,Single,52614.0,1,990,0,16,49,761
PG,Couple,26751.0,2,11,0,4,50,224
PG,Couple,81300.0,1,1241,1,21,61,793
PG,Single,70337.0,0,576,0,17,45,364
PG,Couple,36145.0,1,172,1,12,39,564
PG,Single,65295.0,0,664,0,20,44,374
PG,Single,68118.0,1,928,0,23,61,440
PG,Single,68743.0,0,2074,0,30,57,854
PG,Couple,41039.0,0,467,0,15,42,525
PG,Couple,38946.0,1,257,0,12,69,434
PG,Couple,65777.0,0,1146,0,17,57,378
PG,Single,66476.0,1,689,0,20,48,665
PG,Single,86857.0,0,2114,0,22,52,841
PG,Couple,160803.0,0,1717,0,44,42,880
PG,Couple,77845.0,0,1346,2,21,35,230
PG,Couple,69476.0,0,1044,0,15,55,458
PG,Single,50611.0,1,493,1,22,64,819
PG,Single,61209.0,0,957,0,13,54,494
PG,Couple,42315.0,1,270,0,12,66,538
UG,Couple,13084.0,0,29,0,5,72,425
PG,Single,47570.0,2,121,0,9,75,582
PG,Couple,61923.0,2,126,0,8,63,524
PG,Single,34824.0,0,23,0,4,29,281
PG,Single,26518.0,2,57,0,8,75,633
PG,Single,45938.0,0,636,0,20,63,424
PG,Couple,78468.0,0,1004,1,28,64,267
PG,Single,78901.0,1,734,0,20,51,471
PG,Couple,71427.0,2,614,0,20,46,295
PG,Single,71022.0,1,1453,1,21,46,324
PG,Single,90247.0,0,1621,3,15,36,247
PG,Single,41335.0,1,187,0,12,56,371
PG,Couple,71952.0,1,1443,2,22,38,721
PG,Single,35682.0,1,57,0,6,54,188
PG,Single,43185.0,1,637,0,20,73,631
PG,Couple,66375.0,1,948,1,14,76,406
PG,Couple,35178.0,1,59,1,5,53,721
PG,Couple,25252.0,1,18,0,4,38,538
PG,Single,55250.0,1,903,0,26,59,802
PG,Single,33249.0,1,112,0,8,49,680
PG,Couple,58398.0,0,596,0,20,71,597
PG,Couple,50272.0,1,233,0,13,42,512
PG,Couple,76618.0,0,1511,0,11,49,755
PG,Single,87305.0,0,1152,1,17,64,830
PG,Couple,25851.0,1,48,0,7,46,689
PG,Single,58710.0,1,1185,0,31,54,641
PG,Single,45160.0,2,21,0,4,66,278
PG,Couple,74806.0,1,965,0,16,59,743
PG,Couple,59111.0,0,869,0,21,70,609
PG,Couple,18988.0,1,16,0,6,40,223
PG,Couple,72190.0,0,1947,0,16,59,687
PG,Couple,7500.0,1,71,1,12,48,883
PG,Couple,44794.0,1,65,0,6,58,207
PG,Couple,80395.0,0,1380,1,24,69,404
PG,Single,75012.0,0,1027,0,23,48,341
PG,Couple,56962.0,3,411,0,21,59,447
PG,Couple,89891.0,0,836,1,26,33,626
PG,Single,35946.0,2,11,0,4,75,461
PG,Couple,53593.0,2,480,0,23,71,877
PG,Couple,66373.0,2,606,0,23,46,568
PG,Single,45072.0,3,284,0,16,76,442
PG,Single,89694.0,2,1472,3,14,51,449
PG,Couple,72025.0,0,1677,3,26,75,247
PG,Couple,67432.0,1,1335,0,19,51,643
PG,Couple,70545.0,1,334,0,13,72,212
UG,Couple,17487.0,1,18,0,4,35,654
PG,Couple,62882.0,1,1338,0,20,55,875
PG,Single,64108.0,1,1099,0,30,71,649
PG,Couple,34941.0,2,97,0,8,68,666
PG,Single,48767.0,3,63,0,9,74,365
PG,Couple,38702.0,1,109,0,9,46,518
PG,Couple,82224.0,0,902,1,21,60,341
PG,Couple,83844.0,0,1574,1,20,72,599
PG,Couple,17003.0,1,38,0,9,49,388
PG,Single,71163.0,0,960,0,24,29,298
PG,Single,33697.0,1,28,1,4,54,473
PG,Couple,63564.0,0,1215,1,28,70,337
PG,Couple,83443.0,0,1497,0,22,52,366
PG,Couple,51518.0,1,449,0,17,66,455
PG,Single,58330.0,1,1064,0,24,49,372
PG,Couple,80952.0,0,1757,3,25,55,672
PG,Couple,75507.0,0,1440,0,21,45,244
PG,Couple,63855.0,0,1006,0,24,46,691
PG,Couple,62220.0,1,1226,0,23,52,873
PG,Couple,58512.0,1,1171,0,20,60,469
PG,Couple,40662.0,1,92,0,8,45,657
PG,Couple,38829.0,1,99,0,8,65,270
PG,Couple,35523.0,1,66,0,8,43,455
PG,Single,79146.0,2,564,0,19,57,252
PG,Couple,78285.0,0,1427,0,21,36,430
PG,Single,31626.0,1,86,1,6,46,601
PG,Single,75127.0,0,833,0,19,72,224
PG,Couple,48726.0,1,242,0,12,69,614
PG,Couple,74985.0,0,1869,0,17,47,842
PG,Couple,67430.0,0,1364,0,29,37,848
PG,Couple,46891.0,1,183,0,8,59,487
PG,Couple,62058.0,1,450,0,18,68,585
PG,Couple,72063.0,1,758,0,21,45,547
PG,Couple,78939.0,0,1507,0,20,73,385
PG,Single,42720.0,2,654,0,25,59,617
PG,Couple,33622.0,2,81,0,9,52,628
PG,Couple,6835.0,1,137,0,1,67,754
PG,Couple,41452.0,2,16,0,4,71,666
PG,Single,40760.0,1,93,0,8,59,489
PG,Couple,74250.0,0,1158,0,18,66,340
PG,Single,51124.0,2,43,0,6,69,379
PG,Single,72258.0,1,1525,0,22,53,476
PG,Single,71466.0,0,1230,0,19,50,271
PG,Couple,36283.0,2,29,0,6,48,262
PG,Single,20587.0,1,25,0,5,54,235
PG,Couple,30467.0,1,24,0,4,52,288
PG,Couple,31590.0,1,38,0,5,52,562
UG,Couple,20425.0,1,57,0,7,38,794
PG,Couple,17144.0,2,47,0,12,64,320
PG,Single,42564.0,1,813,1,24,56,729
PG,Couple,43783.0,1,629,1,22,46,217
PG,Single,40780.0,1,377,0,17,48,845
PG,Couple,62847.0,0,1612,0,14,79,716
PG,Couple,82017.0,0,729,3,17,67,785
PG,Single,16813.0,0,50,1,6,74,531
PG,Couple,51267.0,2,270,0,15,46,429
PG,Single,46524.0,1,177,0,9,63,636
PG,Single,45183.0,0,315,1,13,62,711
PG,Couple,70421.0,1,767,0,23,70,187
PG,Single,60161.0,1,1071,0,26,59,800
PG,Couple,73926.0,0,1580,0,24,51,670
PG,Couple,19329.0,1,60,0,10,56,383
PG,Couple,61872.0,1,573,0,21,54,384
PG,Single,46984.0,2,41,0,5,68,646
PG,Couple,34838.0,2,170,0,10,73,712
PG,Single,82716.0,0,1167,0,28,80,422
PG,Couple,48192.0,0,1526,3,25,66,635
PG,Couple,49681.0,2,458,0,21,48,423
PG,Couple,56850.0,1,63,0,6,53,284
PG,Couple,55267.0,1,405,0,17,67,437
PG,Couple,59666.0,2,1027,1,20,52,650
PG,Single,72504.0,1,1478,0,22,52,635
PG,Couple,26872.0,0,72,0,5,43,442
PG,Single,21359.0,1,48,0,7,52,621
PG,Single,73170.0,0,726,0,16,49,215
PG,Couple,52750.0,1,860,0,27,69,696
PG,Couple,91820.0,0,1497,0,22,38,404
PG,Couple,65968.0,1,495,0,18,54,234
PG,Couple,30772.0,2,20,0,4,48,295
PG,Single,22507.0,0,570,0,19,70,768
PG,Couple,65685.0,1,769,0,21,52,278
PG,Couple,25804.0,1,55,0,7,46,487
PG,Single,76412.0,0,1808,2,18,44,606
PG,Couple,22063.0,1,55,0,7,52,511
PG,Single,57091.0,0,577,1,18,63,200
PG,Couple,22419.0,0,162,0,8,61,623
PG,Couple,87771.0,1,1957,4,20,65,589
PG,Single,78353.0,1,1576,0,24,65,625
PG,Couple,93404.0,3,1616,2,17,70,604
PG,Single,37859.0,3,36,0,6,62,719
PG,Single,80995.0,1,1482,0,22,66,600
PG,Couple,16529.0,1,22,0,5,40,306
PG,Single,55412.0,2,63,0,6,48,405
PG,Single,48789.0,0,680,0,18,32,843
PG,Couple,56575.0,2,542,0,20,57,606
PG,Couple,25130.0,1,50,0,7,44,456
PG,Couple,35441.0,2,39,0,6,57,686
PG,Couple,71391.0,1,1043,0,28,68,643
PG,Single,49494.0,1,385,0,14,52,616
PG,Single,81702.0,0,1633,0,27,44,830
PG,Single,45889.0,1,46,0,5,44,548
PG,Single,56628.0,1,761,1,20,47,286
PG,Couple,34026.0,2,76,0,9,74,514
PG,Couple,40049.0,1,290,0,14,50,763
PG,Single,34176.0,1,89,0,11,36,234
PG,Couple,19419.0,1,70,0,11,43,782
PG,Couple,82504.0,0,1066,0,17,64,523
PG,Couple,81205.0,0,2009,3,19,54,353
PG,Single,61618.0,0,1345,0,19,33,824
PG,Single,55284.0,1,764,0,23,68,738
PG,Single,49980.0,1,195,0,11,61,435
PG,Couple,15072.0,2,53,0,11,44,601
PG,Single,49166.0,1,368,0,13,50,567
PG,Couple,65324.0,1,544,0,20,70,355
PG,Couple,82347.0,0,1853,2,25,67,786
PG,Couple,30843.0,2,35,1,6,58,220
PG,Couple,46374.0,1,446,2,18,50,290
PG,Single,60474.0,1,1180,0,31,45,640
PG,Couple,38576.0,1,41,0,5,51,303
PG,Couple,55357.0,2,727,0,22,39,681
PG,Couple,37758.0,2,40,0,6,58,819
PG,Couple,85710.0,0,1062,1,26,35,606
PG,Couple,23228.0,1,40,0,7,55,340
PG,Couple,44602.0,2,292,0,17,55,320
PG,Couple,7500.0,0,15,0,4,37,722
PG,Couple,38683.0,1,341,0,17,35,819
PG,Single,49514.0,1,369,0,13,49,380
PG,Couple,57906.0,1,401,0,17,51,569
PG,Single,43456.0,1,393,0,17,58,646
PG,Single,19485.0,2,10,0,4,38,464
PG,Couple,53172.0,1,486,0,16,46,605
PG,Couple,30545.0,1,69,0,7,45,806
PG,Couple,70123.0,0,1727,2,17,41,460
PG,Single,62450.0,1,995,1,16,65,360
PG,Couple,21675.0,1,45,0,10,48,204
PG,Single,42395.0,2,182,0,12,43,272
PG,Couple,61346.0,1,989,0,23,46,452
PG,Couple,80812.0,0,1677,3,18,71,471
PG,Single,42835.0,2,595,0,23,53,550
PG,Couple,39922.0,1,156,0,9,41,686
PG,Single,86424.0,0,1226,0,28,68,271
PG,Couple,17117.0,1,128,0,11,46,714
PG,Single,24762.0,1,86,1,9,52,325
PG,Couple,35797.0,1,68,0,7,49,807
PG,Single,36627.0,2,16,0,4,49,527
PG,Couple,51111.0,2,55,0,7,43,196
PG,Single,86857.0,0,2114,0,22,52,841
PG,Couple,82072.0,0,2018,0,19,54,548
PG,Single,46231.0,3,263,0,15,71,766
PG,Couple,42243.0,2,55,0,7,65,386
PG,Couple,51195.0,2,564,0,24,62,640
PG,Single,68092.0,0,1281,0,20,46,381
PG,Couple,31814.0,1,83,1,7,51,691
PG,Single,51390.0,2,353,0,18,59,845
PG,Couple,76630.0,0,1003,0,25,41,352
UG,Single,26868.0,1,14,0,4,33,246
PG,Single,48948.0,0,902,1,24,81,699
PG,Single,55260.0,1,1139,0,25,52,750
PG,Couple,64090.0,1,797,0,20,68,512
PG,Single,78331.0,1,1638,0,25,66,343
PG,Couple,37087.0,1,401,0,17,50,508
PG,Single,21846.0,1,84,0,11,38,436
PG,Couple,81320.0,0,928,0,18,66,694
PG,Single,54137.0,1,203,0,11,54,503
PG,Couple,66825.0,0,858,0,16,57,536
PG,Couple,57100.0,0,409,0,13,51,393
PG,Couple,58917.0,3,282,0,16,55,648
PG,Single,85072.0,0,1423,0,18,47,267
PG,Single,86429.0,0,1449,1,18,63,406
PG,Single,45684.0,1,28,0,4,53,395
PG,Couple,47889.0,1,67,0,6,50,362
PG,Couple,45921.0,0,199,0,10,38,297
PG,Single,78420.0,0,1453,0,22,58,551
PG,Couple,75114.0,0,1253,0,19,32,420
PG,Single,52278.0,1,1198,0,31,61,706
PG,Couple,35641.0,1,178,0,10,52,536
PG,Single,95529.0,0,1990,1,18,30,759
PG,Couple,62820.0,0,976,0,14,70,600
PG,Couple,73113.0,0,1001,0,15,64,371
PG,Couple,84169.0,0,1919,2,20,42,512
PG,Single,42607.0,1,350,0,14,70,410
PG,Single,74637.0,0,1650,1,25,70,593
PG,Couple,46015.0,2,46,2,5,69,263
PG,Single,72354.0,0,1228,0,19,31,624
PG,Single,39858.0,1,95,0,7,55,707
PG,Couple,34469.0,2,62,0,9,76,242
PG,Couple,83033.0,1,1761,1,26,38,228
PG,Couple,24401.0,0,467,0,16,45,853
PG,Couple,77583.0,0,1149,1,19,46,325
PG,Single,74116.0,0,2052,1,19,42,367
PG,Single,74293.0,0,1127,0,16,31,242
PG,Couple,68397.0,1,1416,0,21,48,410
PG,Couple,79632.0,0,1113,0,20,50,268
PG,Single,46107.0,1,125,0,7,35,325
PG,Single,64950.0,1,966,1,25,73,872
UG,Couple,25443.0,1,32,0,5,35,740
PG,Single,75127.0,0,833,0,19,72,224
PG,Couple,32892.0,1,46,0,8,53,221
PG,Couple,71796.0,0,960,0,17,53,434
PG,Couple,67536.0,1,1829,1,30,54,589
PG,Single,55239.0,1,779,0,26,53,536
PG,Single,60554.0,1,811,0,23,49,510
PG,Single,64831.0,2,1120,0,22,72,570
PG,Couple,56067.0,1,725,0,20,62,530
PG,Single,82025.0,0,1187,1,12,41,583
PG,Couple,94384.0,0,2302,3,18,71,668
UG,Single,14906.0,0,66,0,9,38,740
PG,Couple,51563.0,0,1250,2,19,37,822
PG,Couple,57937.0,1,683,0,20,42,319
PG,Single,68274.0,2,305,0,13,45,458
PG,Couple,39771.0,1,50,0,6,47,391
PG,Single,67893.0,1,995,0,16,49,822
PG,Couple,27922.0,1,41,0,6,45,236
PG,Couple,52190.0,2,77,1,9,48,238
PG,Single,44051.0,2,171,0,12,51,702
PG,Single,42767.0,2,131,0,7,53,600
PG,Couple,46106.0,2,54,0,5,48,235
PG,Couple,16927.0,2,53,0,12,48,690
PG,Couple,59754.0,1,475,0,16,59,761
PG,Single,53700.0,1,694,0,22,72,867
PG,Couple,59041.0,2,96,0,8,51,239
PG,Single,54237.0,1,361,0,16,67,614
PG,Single,70647.0,1,1079,0,26,57,832
PG,Single,52597.0,1,578,0,20,62,239
PG,Couple,41021.0,1,64,0,7,55,732
PG,Couple,40233.0,1,149,0,13,49,444
PG,Couple,50183.0,2,231,0,17,44,190
PG,Couple,54753.0,1,728,0,21,65,476
PG,Couple,92955.0,0,1778,2,23,51,500
PG,Couple,33471.0,1,93,0,10,51,811
PG,Couple,34596.0,1,23,0,4,50,628
PG,Couple,44010.0,1,662,0,24,44,810
PG,Couple,84219.0,0,1198,0,18,36,333
PG,Couple,40706.0,3,81,0,11,56,714
PG,Couple,15716.0,1,92,0,10,36,780
PG,Single,59052.0,1,491,0,18,65,410
PG,Couple,80573.0,0,1564,0,24,53,809
PG,Couple,83715.0,0,926,0,24,62,332
PG,Couple,82576.0,0,1910,1,19,65,883
PG,Couple,56962.0,3,411,0,21,59,447
PG,Couple,35704.0,2,94,0,9,72,363
PG,Couple,53103.0,1,1085,1,28,70,476
PG,Single,46779.0,2,23,0,4,64,538
PG,Single,4861.0,0,6,0,0,59,193
PG,Single,33462.0,1,54,0,6,45,512
PG,Single,63693.0,1,1150,0,29,46,444
PG,Couple,80763.0,0,1415,2,23,74,504
PG,Couple,65352.0,1,405,0,16,50,498
PG,Couple,82170.0,0,1908,0,19,46,402
PG,Couple,75759.0,0,2486,3,26,55,433
PG,Single,79689.0,0,1315,0,27,48,599
PG,Single,35340.0,2,45,0,7,68,186
PG,Single,85683.0,0,1789,4,17,70,286
PG,Couple,24884.0,1,19,0,4,52,763
PG,Couple,42021.0,1,573,1,22,43,853
PG,Single,64449.0,1,805,0,24,35,317
PG,Single,64587.0,2,108,0,8,70,193
PG,Single,34824.0,0,23,0,4,29,281
PG,Couple,75437.0,0,1493,1,23,46,418
PG,Couple,26091.0,2,89,0,9,67,310
PG,Couple,52845.0,1,936,1,25,51,506
PG,Single,46086.0,1,343,0,16,68,424
PG,Single,78028.0,1,528,2,20,68,843
PG,Single,95169.0,0,1901,2,12,37,449
PG,Couple,56337.0,2,724,2,22,43,645
PG,Couple,22434.0,1,58,0,7,37,687
PG,Couple,36930.0,1,297,0,16,70,594
PG,Single,36130.0,1,488,1,21,70,698
PG,Couple,65569.0,1,859,0,23,71,787
PG,Couple,83844.0,0,1574,1,20,72,599
PG,Couple,19514.0,2,69,1,10,56,340
PG,Single,36736.0,2,17,0,4,61,601
PG,Couple,77568.0,1,2194,3,21,45,859
PG,Couple,49187.0,1,116,0,8,48,355
PG,Single,30168.0,1,279,0,18,46,665
PG,Couple,34053.0,1,103,0,7,56,843
PG,Couple,38196.0,2,44,0,9,53,258
PG,Couple,59412.0,0,406,0,15,73,257
PG,Couple,70924.0,0,1363,1,20,59,269
PG,Couple,54165.0,0,236,0,11,55,583
PG,Couple,32300.0,1,39,0,5,51,728
PG,Single,20180.0,0,137,0,8,48,680
PG,Couple,34961.0,1,79,0,10,51,196
PG,Couple,28440.0,1,63,0,6,50,543
PG,Couple,64504.0,3,1314,0,25,71,668
PG,Couple,33564.0,1,71,0,6,58,191
PG,Couple,17345.0,1,58,0,7,46,789
PG,Couple,56320.0,1,702,0,21,57,633
PG,Single,28647.0,1,94,1,7,46,498
UG,Single,15038.0,1,80,0,7,37,702
PG,Single,32173.0,1,22,0,5,66,518
PG,Couple,68316.0,1,1211,0,32,60,788
PG,Couple,74538.0,0,1461,1,22,53,551
PG,Single,91700.0,0,1968,0,20,53,714
PG,Couple,68695.0,0,1091,0,16,55,190
PG,Couple,31056.0,1,55,0,5,47,709
PG,Couple,79593.0,0,1366,1,19,51,234
PG,Single,28071.0,0,313,0,13,44,855
PG,Couple,37334.0,2,62,0,11,66,309
PG,Single,46423.0,2,92,0,9,52,470
PG,Couple,37126.0,1,72,1,6,53,277
PG,Couple,47703.0,1,655,0,21,71,582
PG,Couple,61180.0,1,704,1,18,65,253
PG,Couple,38998.0,2,54,0,8,70,789
PG,Single,8028.0,0,178,0,16,33,835
PG,Couple,76081.0,0,1033,1,14,62,223
PG,Couple,34728.0,1,36,0,5,38,520
PG,Single,33168.0,1,122,0,10,59,810
PG,Couple,33585.0,1,122,0,7,58,463
PG,Couple,77037.0,1,1123,0,27,64,445
PG,Couple,35196.0,1,497,0,18,40,779
PG,Couple,44529.0,1,691,1,25,58,545
PG,Couple,70924.0,0,1363,1,20,59,269
PG,Couple,28764.0,2,12,1,4,58,210
PG,Couple,69098.0,0,2440,0,25,75,684
PG,Single,25959.0,2,56,0,7,54,686
PG,Couple,27100.0,1,37,0,5,41,636
PG,Single,70596.0,0,968,0,21,39,818
PG,Couple,42557.0,1,270,0,15,50,855
PG,Couple,53312.0,0,278,0,12,73,510
PG,Single,72228.0,0,1250,0,22,72,765
PG,Couple,67605.0,0,938,0,17,37,641
PG,Couple,62845.0,2,1178,1,28,75,822
PG,Couple,65196.0,2,1155,1,26,66,525
PG,Single,42000.0,0,653,0,20,37,721
PG,Single,35860.0,2,49,1,6,51,227
PG,Couple,65526.0,1,506,0,17,60,265
PG,Couple,16860.0,2,38,0,8,63,841
PG,Single,83528.0,0,1650,2,23,32,245
PG,Single,64176.0,1,1826,0,33,59,881
PG,Single,22304.0,0,18,0,4,68,880
PG,Couple,67023.0,0,906,0,24,46,303
PG,Couple,32892.0,1,46,0,8,53,221
PG,Couple,70713.0,1,1477,0,25,58,759
PG,Couple,59925.0,1,766,0,23,69,762
PG,Couple,39722.0,1,47,0,7,71,311
PG,Couple,46610.0,0,467,0,14,66,532
PG,Couple,88347.0,0,2116,1,21,63,547
PG,Couple,87171.0,0,1298,2,25,43,610
PG,Couple,26907.0,2,22,0,6,48,499
PG,Single,50014.0,1,396,0,15,56,344
PG,Couple,41014.0,1,20,0,4,46,619
PG,Single,66294.0,0,967,0,13,59,290
PG,Couple,36715.0,1,357,0,19,53,775
PG,Couple,79456.0,0,1401,0,16,68,862
PG,Couple,40479.0,1,15,0,4,42,502
PG,Single,75345.0,0,2087,1,20,54,698
PG,Couple,54233.0,1,981,0,26,47,696
PG,Single,24163.0,2,17,0,6,54,446
PG,Couple,84460.0,0,523,4,22,66,727
PG,Couple,43776.0,1,23,0,4,41,243
PG,Single,71691.0,0,1192,0,17,66,290
PG,Couple,85844.0,0,1958,1,20,51,217
PG,Single,39190.0,1,133,0,9,50,250
PG,Couple,71367.0,0,777,0,17,65,496
PG,Single,38578.0,2,73,0,9,52,558
PG,Couple,57236.0,2,121,0,10,59,295
PG,Single,61825.0,1,424,0,15,45,512
PG,Single,79803.0,1,868,0,13,66,213
PG,Single,80910.0,0,756,0,15,38,792
PG,Couple,27590.0,1,12,0,4,42,618
PG,Couple,56775.0,1,937,0,25,45,729
PG,Single,83829.0,0,1862,3,17,49,450
PG,Couple,54210.0,1,367,0,14,45,591
PG,Couple,38508.0,1,443,0,20,38,517
PG,Couple,53187.0,1,267,0,13,54,432
PG,Couple,30023.0,1,61,0,6,52,283
PG,Single,76045.0,0,1323,1,21,64,412
PG,Couple,50870.0,1,63,0,6,72,196
PG,Couple,15315.0,0,64,0,8,54,516
PG,Couple,65463.0,1,562,1,19,50,336
PG,Couple,66480.0,2,312,0,19,59,215
PG,Single,76773.0,0,1156,0,16,70,675
PG,Single,81698.0,0,1104,1,16,41,671
PG,Single,54466.0,2,16,0,4,51,326
PG,Single,98777.0,0,2008,1,19,64,318
PG,Single,16269.0,1,44,0,9,40,489
PG,Couple,71819.0,1,1574,2,14,53,491
PG,Couple,33569.0,1,63,1,5,41,442
PG,Couple,36262.0,0,426,1,12,41,468
UG,Couple,22634.0,0,96,0,6,58,715
PG,Couple,47025.0,1,635,0,23,46,476
PG,Single,70566.0,1,757,0,22,56,452
PG,Couple,31605.0,1,125,0,9,45,770
PG,Single,52034.0,2,332,0,16,51,594
PG,Single,48526.0,1,135,0,8,45,373
PG,Couple,46734.0,1,330,0,14,70,774
PG,Single,39552.0,2,384,0,20,62,744
PG,Single,86358.0,2,1722,0,18,58,876
PG,Couple,46931.0,3,78,0,7,47,252
UG,Single,16581.0,0,24,0,4,39,719
PG,Single,63998.0,0,1168,0,25,72,377
PG,Couple,67381.0,1,957,1,17,73,716
PG,Single,25930.0,2,15,0,4,57,448
PG,Couple,42693.0,1,57,0,5,46,208
PG,Couple,85606.0,1,1956,1,24,48,780
PG,Single,72903.0,0,2013,3,21,39,429
PG,Couple,49669.0,1,326,0,14,50,222
PG,Couple,36778.0,2,77,0,9,56,879
PG,Single,85696.0,0,1313,0,20,62,608
PG,Single,10979.0,0,30,0,8,35,224
PG,Couple,49678.0,1,315,0,14,63,698
PG,Couple,56129.0,1,660,0,22,71,560
PG,Couple,37155.0,1,74,0,7,35,700
PG,Single,21282.0,1,46,0,7,46,235
PG,Single,33419.0,1,86,0,8,62,502
PG,Single,63285.0,0,1103,0,25,79,422
PG,Couple,21255.0,1,61,0,11,50,345
PG,Couple,42162.0,1,145,1,9,43,408
PG,Couple,54450.0,2,684,0,31,68,839
PG,Couple,57744.0,1,411,0,16,70,415
PG,Single,26576.0,1,27,1,4,38,810
PG,Single,57513.0,0,1060,0,27,81,544
PG,Couple,68142.0,1,1459,0,24,60,855
PG,Couple,7500.0,1,18,0,4,45,855
PG,Couple,83145.0,0,1833,1,26,50,831
PG,Couple,54197.0,1,237,0,12,64,273
PG,Single,23091.0,2,48,0,10,61,218
PG,Couple,46049.0,2,515,0,26,48,529
PG,Couple,56715.0,0,1020,0,15,50,757
PG,Couple,79410.0,0,1370,0,11,63,217
PG,Couple,57304.0,1,1026,0,25,73,661
PG,Couple,44375.0,1,301,0,12,59,284
PG,Couple,54450.0,2,684,0,31,68,839
